adult,tconst,overview,poster_path,production_countries,production_companies_name,averageRating,category,primaryName,birthYear,genres,titles,languages_combined,votes,runtime,start_year,poster_url,video_link,overview_fr
False,tt0382069,"Jean-Pierre is a literature professor in Switzerland. Due to the vagarities of Swiss law, he is selected, basically at random, to be the guardian of a parentless teenage boy named Antoine. Conflict comes into the story as Jean-Pierre, who has just accepted a major promotion, must now deal with caring for a teenage boy he doesn't want to care for, as well as handling his own jealous boyfriend. Then his wife steps into the picture. Things get complicated from there as Jean-Pierre tries to get out of his guardianship.",/f0esjiZuI0lSNQ57eeqNeZZwblS.jpg,['ES'],['Flach Film'],6.400674684658257,actor,Unknown,1981.0,"['Comedy', 'TV Movie'],",As Luck Would Have It - ,"['fr'], ",6.4 / , / 90.0,2002.0 - ,https://image.tmdb.org/t/p/w154/8gQqh7pm720UsKnWgfYJZ7NQFxN.jpg,https://www.youtube.com/watch?v=aks200zBM_g,"Jean-Pierre est professeur de littérature en Suisse. En raison des aléas de la loi suisse, il est choisi, presque au hasard, pour être le tuteur d'un adolescent orphelin nommé Antoine. Le conflit fait son apparition dans l'histoire lorsque Jean-Pierre, qui vient d'accepter une promotion importante, doit maintenant s'occuper d'un adolescent dont il ne veut pas s'occuper, ainsi que de son propre petit ami jaloux. Puis sa femme entre en scène. Les choses se compliquent à partir de là lorsque Jean-Pierre essaie de se libérer de sa tutelle."
False,tt0382182,"Milady De Winter, a beautiful femme fatale without scruples, plays with the feelings of her suitors. And sometimes very dangerously.",/b0pOfcOHLxg2hjxgNHCsIO3L8GT.jpg,['FR'],[],6.400674684658257,actor,Unknown,1981.0,"['Adventure', 'TV Movie'],",Milady - ,"['fr'], ",2.0 / , / 125.0,2004.0 - ,https://image.tmdb.org/t/p/w154/b0pOfcOHLxg2hjxgNHCsIO3L8GT.jpg,https://www.youtube.com/watch?v=zzXPjLAWswQ,"Milady De Winter, belle femme fatale sans scrupules, joue avec les sentiments de ses prétendants. Et parfois très dangereusement."
False,tt0382520,"Under threat in Algeria, Ismahel emigrates to France where he wants to live and work, with the hope that the people he's fleeing from will forget him the time he is away. In the letters that he writes to the daughter that he left behind in his homeland, he tells his own story in the guise of the biblical tale of Jonas and the Whale. Somewhere in France, an elderly farmer has just lost his young son. His three other children help him as much as they can to get through the trial of the funeral, but the ceremony is halted when the old man falls ill. The two stories unfold parallel to each other and are alternated.",/6DD5VR3uKhEX8N6iIPFd5oPKd6t.jpg,['FR'],"[""Les Films d'ici""]",6.400674684658257,actor,Unknown,1981.0,"['Comedy', 'Drama'],",Adieu - ,"['fr'], ",7.2 / , / 123.0,2004.0 - ,https://image.tmdb.org/t/p/w154/6DD5VR3uKhEX8N6iIPFd5oPKd6t.jpg,https://www.youtube.com/watch?v=sP_tcOdMaZ8,"Menacé en Algérie, Ismahel émigre en France où il veut vivre et travailler, dans l'espoir que les gens qu'il fuit l'oublieront le temps de son absence. Dans les lettres qu'il écrit à la fille qu'il a laissée derrière lui dans son pays natal, il raconte sa propre histoire sous les traits du conte biblique de Jonas et la baleine. Quelque part en France, un vieux paysan vient de perdre son jeune fils. Ses trois autres enfants l'aident tant bien que mal à traverser l'épreuve des funérailles, mais la cérémonie est interrompue lorsque le vieil homme tombe malade. Les deux histoires se déroulent parallèlement et en alternance."
False,tt0382932,"Remy, a resident of Paris, appreciates good food and has quite a sophisticated palate. He would love to become a chef so he can create and enjoy culinary masterpieces to his heart's delight. The only problem is, Remy is a rat. When he winds up in the sewer beneath one of Paris' finest restaurants, the rodent gourmet finds himself ideally placed to realize his dream.",/t3vaWRPSf6WjDSamIkKDs1iQWna.jpg,['US'],"['Pixar', 'Walt Disney Pictures']",6.400674684658257,actor,Unknown,1981.0,"['Animation', 'Comedy', 'Family', 'Fantasy'],",Ratatouille - ,"['en', 'fr'], ",7.799 / , / 111.0,2007.0 - ,https://image.tmdb.org/t/p/w154/cyrfS4wDshBaeZER6L1QPDTf7Sp.jpg,https://www.youtube.com/watch?v=NgsQ8mVkN8w,"Rémy, un Parisien, apprécie la bonne cuisine et possède un palais plutôt raffiné. Il aimerait devenir chef cuisinier pour pouvoir créer et déguster des chefs-d'œuvre culinaires à sa guise. Le seul problème est que Rémy est un rat. Lorsqu'il se retrouve dans les égouts sous l'un des meilleurs restaurants de Paris, le rongeur gourmet se retrouve idéalement placé pour réaliser son rêve."
False,tt0385524,"Ils sont amis depuis l'enfance et se sont juré de toujours s'entraider. Ensemble, Kathy, Tara et Yann ont quitté leur île bretonne pour s'installer à Paris. Alors que Yann est heureux avec Alfredo, son compagnon, les deux filles connaissent des vies sentimentales plutôt désastreuses. Tara, aussi rieuse que peu sûre d'elle, se fait esclavagiser par Thomas, petit prof égocentrique et mesquin...",/5ceD4Jt5drlFqVDULzzv8SRt9dX.jpg,['FR'],[],6.400674684658257,actor,Unknown,1981.0,"['Comedy'],",Last Chance Saloon - ,"['fr'], ",3.4 / , / 93.0,2004.0 - ,https://image.tmdb.org/t/p/w154/5ceD4Jt5drlFqVDULzzv8SRt9dX.jpg,https://www.youtube.com/watch?v=iGMSEQld8SQ,"Ils sont amis depuis l'enfance et se sont juré de toujours s'entraider. Ensemble, Kathy, Tara et Yann ont quitté leur île bretonne pour s'installer à Paris. Alors que Yann est heureux avec Alfredo, son compagnon, les deux filles connaissent des vies sentimentales plutôt désastreuses. Tara, aussi rieuse que peu sûre d'elle, se fait esclavagiser par Thomas, petit prof égocentrique et mesquin..."
False,tt0385752,"After overhearing a shocking secret, precocious orphan Lyra Belacqua trades her carefree existence roaming the halls of Jordan College for an otherworldly adventure in the far North, unaware that it's part of her destiny.",/lyaS7S4emzEaYUcSnCvyqfJpOcA.jpg,"['GB', 'US']","['Depth of Field', 'New Line Cinema', 'Scholastic Productions', 'Ingenious Media']",6.400674684658257,actor,Unknown,1981.0,"['Adventure', 'Fantasy'],",The Golden Compass - ,"['is', 'en', 'ru', 'fr'], ",6.042 / , / 113.0,2007.0 - ,https://image.tmdb.org/t/p/w154/tAcPIX5GQy8XAhG2nqTQHmBLksI.jpg,https://www.youtube.com/watch?v=x7u-Ve9kBeQ,"Après avoir entendu un secret choquant, l'orpheline précoce Lyra Belacqua échange son existence insouciante dans les couloirs du Jordan College contre une aventure d'un autre monde dans l'extrême Nord, sans savoir que cela fait partie de son destin."
False,tt0385933,"Newly married, Mathilde and Robert are honeymooning at a resort owned by their friends Edith and Arthur, the Chateau d'Hercule. But an unpleasant shock is in store for them.",/h45S5FSWF00wd3lOLjHdTXGaG9W.jpg,['FR'],[],6.400674684658257,actor,Unknown,1981.0,"['Comedy'],",The Perfume of the Lady in Black - ,"['fr'], ",6.3 / , / 115.0,2005.0 - ,https://image.tmdb.org/t/p/w154/eE4IGXos23PcYshEBSl9pnvJtXP.jpg,https://www.youtube.com/watch?v=ebUXpRkFkhc,"Fraîchement mariés, Mathilde et Robert passent leur lune de miel au Château d'Hercule, propriété de leurs amis Edith et Arthur. Mais un choc désagréable les attend."
False,tt0387058,"In 1936, French workers discover the happiness of paid vacations. Mado and her best friend Gaby decide to take advantage of it by going on vacation without their husbands. They meet new people. Gaby then sets her sights on a photographer.",/naugCY0rd2vdwyQkgaFB2J5Eted.jpg,['FR'],['Télécip'],6.400674684658257,actor,Unknown,1981.0,"['Drama', 'Comedy', 'TV Movie'],",Les beaux jours - ,"['fr'], ",0.0 / , / 100.0,2003.0 - ,https://image.tmdb.org/t/p/w154/e44Qor8N3SzSldeLpJVwibMBnbn.jpg,https://www.youtube.com/watch?v=GcKFTKcnRY0,"En 1936, des ouvriers français découvrent le bonheur des congés payés. Mado et sa meilleure amie Gaby décident d'en profiter en partant en vacances sans leurs maris. Elles font de nouvelles rencontres. Gaby jette alors son dévolu sur un photographe."
False,tt0388395,"Schultze is an accordion player and newly without work. When the local music club celebrates its 50th anniversary, his taste of music changes unexpectedly.",/cYadK5k73gVA88Z8hIkTzXDMhSu.jpg,['DE'],"['filmkombinat Nordost GmbH & Co. KG', 'ZDF']",6.400674684658257,actor,Unknown,1981.0,"['Comedy', 'Drama'],",Schultze Gets the Blues - ,"['de', 'en', 'fr'], ",6.7 / , / 114.0,2003.0 - ,https://image.tmdb.org/t/p/w154/cYadK5k73gVA88Z8hIkTzXDMhSu.jpg,https://www.youtube.com/watch?v=9htQXPy6UAA,"Schultze est accordéoniste et se retrouve sans emploi depuis peu. Lorsque le club de musique local fête son 50e anniversaire, ses goûts musicaux changent de manière inattendue."
False,tt0389831,"Pierre-Louis Cinq-Mars is a successful stockbroker. Everything in his life is well-ordered -- stock investments, luxury car, the latest computer, stylish and tasteful clothes...well-ordered to the point of being utterly predictable.  Jackie Pigeon, the owner of the Camping Pigeon campground, is a go-getter who always gets her way. She conducts her business with a sure hand and everything at the campground runs smoothly. Her life is the complete opposite of Pierre-Louis's -- she's rather messy, of modest means, wears flamboyant and sexy clothes...everything in her life hovers on the edge of bad taste.  Two people from completely different worlds whose paths would not normally have been fated to cross.",/ja1t2Qe24ykYqCEFzu9EPfXvHO4.jpg,['CA'],[],6.400674684658257,actor,Unknown,1981.0,"['Comedy', 'Crime'],",Happy Camper - ,"['fr'], ",5.3 / , / 100.0,2004.0 - ,https://image.tmdb.org/t/p/w154/xnRUCh5QXME9TIGkXAlC8snwIGz.jpg,https://www.youtube.com/watch?v=uY4rgu4scXI,"Pierre-Louis Cinq-Mars est un courtier en bourse prospère. Tout dans sa vie est bien ordonné : placements boursiers, voiture de luxe, ordinateur dernier cri, vêtements élégants et de bon goût... bien ordonné au point d'être tout à fait prévisible. Jackie Pigeon, la propriétaire du camping Pigeon, est une fonceuse qui obtient toujours ce qu'elle veut. Elle dirige ses affaires d'une main de maître et tout se déroule sans accroc au camping. Sa vie est tout le contraire de celle de Pierre-Louis : elle est plutôt désordonnée, de condition modeste, porte des vêtements extravagants et sexy... tout dans sa vie frôle le mauvais goût. Deux personnes issues de mondes complètement différents dont les chemins n'auraient normalement pas été destinés à se croiser."
False,tt0395514,"Norman is not just an admirer of nature, he's a part of it. He survives the harshness of the climate and the wildlife by coexisting with it. With his wife Nebraska, they live almost entirely off the land, making money by selling their furs.",/hZDA3HI7ZPIjEdeTlz2bAv8BPRP.jpg,"['CA', 'FR', 'DE', 'CH']","['Fondation Gaz de France', 'MC4', 'Mikado Film', 'Pandora', 'Sogécinéma', 'Sofica Valor 6', 'ONF | NFB', 'Canal+', 'TF1 Films Production']",6.400674684658257,actor,Unknown,1981.0,"['Adventure', 'Drama', 'Documentary'],",The Last Trapper - ,"['en', 'fr'], ",6.7 / , / 94.0,2004.0 - ,https://image.tmdb.org/t/p/w154/lRBmuAusznMloyp0Y66VRRiQUDF.jpg,https://www.youtube.com/watch?v=NJCZ-COYBKo,"Norman n'est pas seulement un admirateur de la nature, il en fait partie. Il survit à la rudesse du climat et à la vie sauvage en coexistant avec elle. Avec sa femme Nebraska, ils vivent presque exclusivement de la terre, gagnant de l'argent en vendant leurs fourrures."
False,tt0396266,"Victoire is sweet, sensitive, nice and understanding. She leads an existence which doesn't leave her much time to wonder.",/cJxhiihnJUzfyqZu4jVsW5CquHz.jpg,['FR'],[],6.400674684658257,actor,Unknown,1981.0,"['Comedy', 'Thriller'],",Victoire - ,"['fr'], ",0.0 / , / 84.0,2004.0 - ,https://image.tmdb.org/t/p/w154/cJxhiihnJUzfyqZu4jVsW5CquHz.jpg,https://www.youtube.com/watch?v=AKGLpJ64o_c,"Victoire est douce, sensible, gentille et compréhensive. Elle mène une existence qui ne lui laisse pas beaucoup de temps pour s'interroger."
False,tt0399222,"The two friends Claude and Serge are fundamentally different in their temperament. Similarities arise only when they try to have a relationship with a woman, because both fail equally. While Claude is simply too shy to even start a relationship, let alone meet a woman, Serge is too jumpy to have a relationship. Together they go in search of the great love in all sorts of curious situations, from the self-help group on speed dating to wedding celebrations of strangers - in the hunt for the right woman, they are no way too far.",/gieCXEDWVb7DBfI3pXSmTzndisN.jpg,['FR'],"['Yumé', 'Quad Productions', 'StudioCanal', 'France 3 Cinéma']",6.400674684658257,actor,Unknown,1981.0,"['Comedy'],",Let's Be Friends - ,"['fr'], ",5.4 / , / 100.0,2005.0 - ,https://image.tmdb.org/t/p/w154/gieCXEDWVb7DBfI3pXSmTzndisN.jpg,https://www.youtube.com/watch?v=jFCpUUffe_E,"Les deux amis Claude et Serge sont fondamentalement différents dans leur tempérament. Les similitudes n'apparaissent que lorsqu'ils essaient d'avoir une relation avec une femme, car tous deux échouent de la même manière. Alors que Claude est tout simplement trop timide pour entamer une relation, et encore moins pour rencontrer une femme, Serge est trop nerveux pour avoir une relation. Ensemble, ils partent à la recherche du grand amour dans toutes sortes de situations curieuses, du groupe d'entraide au speed dating aux célébrations de mariage d'inconnus - dans la chasse à la bonne femme, ils ne sont jamais très loin."
False,tt0400150,"To regain the one he loves and his children, Alex Meyer, composer and director of musicals, hard hit by his marital breakdown dating back three years, decides to rebuild himself.",/k2HZvuWjj0imrrEbHpnHnhdDq2g.jpg,['FR'],['TFM Distribution'],6.400674684658257,actor,Unknown,1981.0,"['Drama', 'Comedy'],",Alive - ,"['fr'], ",5.4 / , / 85.0,2004.0 - ,https://image.tmdb.org/t/p/w154/k2HZvuWjj0imrrEbHpnHnhdDq2g.jpg,https://www.youtube.com/watch?v=jQ8CCg1tOqc,"Pour reconquérir celle qu'il aime et ses enfants, Alex Meyer, compositeur et metteur en scène de comédies musicales, durement touché par sa rupture conjugale datant de trois ans, décide de se reconstruire."
False,tt0401085,"A story of two love affairs. A father's love for his five sons. And one son's love for his father, a love so strong it compels him to live a lie. That son is Zac Beaulieu, born on the 25th of December 1960, different from all his brothers, but desperate to fit in. During the next 20 years, life takes Zac on a surprising and unexpected journey that ultimately leads him to accept his true nature and, even more importantly, leads his father to love him for who he really is.",/soaR8KiH7Jqc1afKEoT1hW11h7q.jpg,"['CA', 'FR', 'MA']","['Téléfilm Canada', 'Cirrus Communications', 'Crazy Films', 'Attraction Images', 'Agora Films', 'TVA Films', 'Playtime']",6.400674684658257,actor,Unknown,1981.0,"['Drama', 'Comedy'],",C.R.A.Z.Y. - ,"['fr'], ",7.5 / , / 126.0,2005.0 - ,https://image.tmdb.org/t/p/w154/bEUsGrWLhz7ZtcJgQ4cHresbgYB.jpg,https://www.youtube.com/watch?v=w1gSfxLtKSY,"L'histoire de deux amours. L'amour d'un père pour ses cinq fils. Et l'amour d'un fils pour son père, un amour si fort qu'il le contraint à vivre dans le mensonge. Ce fils, c'est Zac Beaulieu, né le 25 décembre 1960, différent de tous ses frères, mais désespéré de s'intégrer. Au cours des 20 années qui suivent, la vie entraîne Zac dans un voyage surprenant et inattendu qui le conduit finalement à accepter sa vraie nature et, plus important encore, conduit son père à l'aimer pour ce qu'il est vraiment."
False,tt0401445,"Failed London banker Max Skinner inherits his uncle's vineyard in Provence, where he spent many childhood holidays. Upon his arrival, he meets a woman from California who tells Max she is his long-lost cousin and that the property is hers.",/lLwMWAC1UIru0tEnwW753YQorJa.jpg,"['GB', 'US']","['Fox 2000 Pictures', 'Scott Free Productions']",6.400674684658257,actor,Unknown,1981.0,"['Comedy', 'Drama', 'Romance'],",A Good Year - ,"['en', 'fr', 'ru'], ",6.7 / , / 117.0,2006.0 - ,https://image.tmdb.org/t/p/w154/2CpHzyTIa9dSU9IYU2y8X6ApBnw.jpg,https://www.youtube.com/watch?v=bKKrLj5ZHiM,"Max Skinner, banquier londonien en faillite, hérite du vignoble de son oncle en Provence, où il a passé de nombreuses vacances d'enfance. À son arrivée, il rencontre une femme originaire de Californie qui lui apprend qu'elle est sa cousine perdue de vue et que la propriété lui appartient."
False,tt0402093,"A guy has to move out in a day, completely unprepared, and drive his mum to the airport. Completely stressed out, he calls his friends for help. Short notice however results in all his friends making it with an agenda of their own.",/1yhccpPvFKWmcOJ3LiT1h4vYrvS.jpg,['FR'],"['France 2 Cinéma', 'Source Films']",6.400674684658257,actor,Unknown,1981.0,"['Comedy'],",The Box - ,"['fr'], ",5.8 / , / 88.0,2004.0 - ,https://image.tmdb.org/t/p/w154/1yhccpPvFKWmcOJ3LiT1h4vYrvS.jpg,https://www.youtube.com/watch?v=Ho9rhKXjwE8,"Un homme doit déménager dans la journée, sans aucune préparation, et conduire sa mère à l'aéroport. Totalement stressé, il appelle ses amis pour obtenir de l'aide. Mais le délai étant trop court, tous ses amis se déplacent avec leur propre agenda."
False,tt0403702,"As a fan of Albert Camus and Jean-Luc Godard, teenage Nick Twisp is definitely out of his element when his mother and her boyfriend move the family to a trailer park. When a pretty neighbor named Sheeni plays records by French crooners, it's love at first sight for frustrated and inexperienced Nick. Learning that she is dating someone, Nick launches a hilarious quest to find his way into Sheeni's heart -- and bed.",/3J48x7Utjx0sdYIvjsMWnlEbxpV.jpg,['US'],['Dimension Films'],6.4,actor,Michael Cera,1988.0,"['Comedy', 'Romance'],Comedy,Drama,Romance",Youth in Revolt - Youth in Revolt,"['en', 'fr'], en",6.174 / 76801.0,90.0 / 87.0,2009.0 - 2009.0,https://image.tmdb.org/t/p/w154/uJtLHdzeKxyaD8KI7WOfvlms5qZ.jpg,https://www.youtube.com/watch?v=_6vVncYxUTI,"En tant que fan d'Albert Camus et de Jean-Luc Godard, Nick Twisp, un adolescent, est définitivement hors de son élément lorsque sa mère et son petit ami emménagent avec la famille dans un parc à caravanes. Lorsqu'une jolie voisine nommée Sheeni passe des disques de crooners français, c'est le coup de foudre pour Nick, frustré et inexpérimenté. Apprenant qu'elle sort avec quelqu'un, Nick se lance dans une quête hilarante pour trouver son chemin dans le cœur - et le lit - de Sheeni."
False,tt0408296,"An elderly paper-crusher branded a fool in Prague secretly stashes condemned books, preserving their contents and extrapolating from them eccentric scenarios of wit.",/8dHbum8WMLTwBmnD1ojNx5y4JTx.jpg,"['CZ', 'FR', 'DE']",['Road Movies Dritte Produktionen'],6.400674684658257,actor,Unknown,1981.0,"['Comedy'],",Too Loud A Solitude - ,"['fr', 'cs'], ",7.5 / , / 0.0,1995.0 - ,https://image.tmdb.org/t/p/w154/ruEREGazaYAkwXrpdQq2Td1Iz9s.jpg,https://www.youtube.com/watch?v=BHJof6R-clQ,"À Prague, un vieux broyeur de papier, qualifié d'idiot, cache secrètement des livres condamnés, préservant leur contenu et en extrapolant des scénarios farfelus."
False,tt0408985,"The discovery that she has a terminal illness prompts introverted department store saleswoman Georgia Byrd to reflect on what she realizes has been an overly cautious life. With weeks to live, she withdraws her life savings, sells all her possessions and jets off to Europe where she lives it up at a posh hotel. Upbeat and passionate, Georgia charms everybody she meets, including renowned Chef Didier. The only one missing from her new life is her longtime crush Sean Matthews.",/khcU8msd2NooJwmcvwbWguvkCzU.jpg,['US'],['Paramount'],6.400674684658257,actor,Unknown,1981.0,"['Adventure', 'Comedy', 'Drama'],",Last Holiday - ,"['en', 'fr'], ",7.098 / , / 112.0,2006.0 - ,https://image.tmdb.org/t/p/w154/iAwnbWDgYa4o5ZhKDKdjmXjWyO3.jpg,https://www.youtube.com/watch?v=9cG7aa-oG8w,"La découverte d'une maladie incurable pousse Georgia Byrd, une vendeuse introvertie dans un grand magasin, à réfléchir à ce qu'elle considère comme une vie trop prudente. À quelques semaines de sa vie, elle retire toutes ses économies, vend tous ses biens et s'envole pour l'Europe où elle vit dans un hôtel chic. Optimiste et passionnée, Georgia charme tous ceux qu'elle rencontre, y compris le célèbre chef Didier. Le seul qui manque à sa nouvelle vie est son béguin de longue date, Sean Matthews."
False,tt0409184,"Five years after their summer together in Barcelona, Xavier, William, Wendy, Martine and Isabelle reunite.",/2UlNPX9E9LzXcWVZJpBEZWwu9EV.jpg,"['FR', 'GB']","['StudioCanal', 'TPS Cinéma', 'Lunar Films', 'Ce Qui Me Meut Motion Pictures', 'Canal+', 'France 2 Cinéma']",7.0,actor,Romain Duris,1974.0,"['Comedy', 'Drama', 'Romance'],Comedy,Drama,Romance",Russian Dolls - Russian Dolls,"['en', 'fr'], en",6.625 / 21488.0,125.0 / 129.0,2005.0 - 2005.0,https://image.tmdb.org/t/p/w154/6TsIJvLTlqVZPzpsx6asbz5jkfl.jpg,https://www.youtube.com/watch?v=kP_OaO6dbMk,"Cinq ans après leur été ensemble à Barcelone, Xavier, William, Wendy, Martine et Isabelle se retrouvent."
False,tt0410162,"1547. Fernando de Gama, a young ""Soldier of Fortune"" from Portugal, set sail for the Orient in an effort to find a man who murdered his father and, with luck, like many of their compatriots, to make his fortune. A vicious storm in the Indian Ocean almost ended his plans when he was on the ship sank. The sole survivor, he was washed up on a tropical beach only to be captured by Arab slavers and taken to Ayutthaya in the kingdom of Siam, where he was offered for sale as a slave.",/apCrFv2DJKvrKHsP2HeKmgIQiG5.jpg,['TH'],"['Winters Hollywood Entertainment Holdings Corporation', 'Alpha Beta Films', 'Sahamongkolfilm']",6.400674684658257,actor,Unknown,1981.0,"['Action', 'Adventure', 'Drama', 'Romance'],",The King Maker - ,"['en', 'fr', 'pt', 'th'], ",4.6 / , / 100.0,2005.0 - ,https://image.tmdb.org/t/p/w154/4Q97gEB0ozTZ0InzvWwRjUmVVJ0.jpg,https://www.youtube.com/watch?v=_e9SItdviwY,"1547. Fernando de Gama, un jeune « soldat de fortune » portugais, embarque pour l'Orient afin de retrouver l'assassin de son père et, avec un peu de chance, comme beaucoup de ses compatriotes, de faire fortune. Une violente tempête dans l'océan Indien faillit mettre un terme à ses projets lorsque le navire qui le transportait fit naufrage. Seul survivant, il s'échoua sur une plage tropicale avant d'être capturé par des négriers arabes et emmené à Ayutthaya, dans le royaume de Siam, où il fut proposé à la vente comme esclave."
False,tt0410549,"An actress, who goes all over rural France with her monologe ""Sex and Crime"", meets and falls in love with a man, since that moment starts helping him in his plays.",/cDghc1i6qibvb6lzFTuLXawRIOt.jpg,"['FR', 'BE']","['RTBF', 'Ognon Pictures']",6.400674684658257,actor,Unknown,1981.0,"['Drama', 'Comedy', 'Romance'],",When the Sea Rises - ,"['fr'], ",6.5 / , / 90.0,2004.0 - ,https://image.tmdb.org/t/p/w154/d2ZYepcWIbrfGDFStHpBDQ0SOul.jpg,https://www.youtube.com/watch?v=xB6gLp_-4qI,"Une actrice, qui parcourt toute la France rurale avec son monologue « Sexe et Crime », rencontre et tombe amoureuse d'un homme, et commence à l'aider dans ses pièces."
False,tt0410639,"Louise, who has just written a novel, comes to Paris to meet with a potential publisher. While in the city, she stays with her older sister, Martine, who in many ways is the exact opposite of Louise: she lives in a fashionable neighborhood, is cold to others, and has snobby friends, while Louise lives in a small town and is thoroughly unpretentious. Louise's apparent happiness -- and similarities to their mother -- gradually gets on Martine's nerves.",/kvB5SYoP4qXzajrOgGvMVRl1Dh4.jpg,['FR'],['Pan Européenne Production'],6.400674684658257,actor,Unknown,1981.0,"['Drama', 'Comedy'],",Me and My Sister - ,"['fr'], ",5.541 / , / 92.0,2004.0 - ,https://image.tmdb.org/t/p/w154/kvB5SYoP4qXzajrOgGvMVRl1Dh4.jpg,https://www.youtube.com/watch?v=ZWqPIukdynw,"Louise, qui vient d'écrire un roman, vient à Paris pour rencontrer un éditeur potentiel. Pendant son séjour, elle loge chez sa sœur aînée, Martine, qui, à bien des égards, est l'exact opposé de Louise : elle vit dans un quartier chic, est froide avec les autres et a des amis snobs, alors que Louise vit dans une petite ville et est tout à fait sans prétention. Le bonheur apparent de Louise - et les similitudes avec leur mère - énervent peu à peu Martine."
False,tt0412080,"The life story of New Zealander Burt Munro, who spent years building a 1920 Indian motorcycle—a bike which helped him set the land-speed world record at Utah's Bonneville Salt Flats in 1967.",/i7obsEYXjo725H9vneFqxxUiZw7.jpg,"['NZ', 'CH', 'JP', 'US']","['New Zealand Film Commission', '2929 Productions', 'OLC / Rights Entertainment', 'Tanlay', 'New Zealand Film Production Fund', '3 Dogs & a Pony', 'Park Road Post', 'WFI Productions Ltd.']",6.400674684658257,actor,Unknown,1981.0,"['Drama', 'Adventure', 'History'],",The World's Fastest Indian - ,"['en', 'fr'], ",7.595 / , / 127.0,2005.0 - ,https://image.tmdb.org/t/p/w154/32HgyVYmXDep9aqSBMuDKGrTtkS.jpg,https://www.youtube.com/watch?v=02Yy1vihIKs,"L'histoire de la vie du Néo-Zélandais Burt Munro, qui a passé des années à construire une moto Indian de 1920, une moto qui l'a aidé à établir le record du monde de vitesse terrestre à Bonneville Salt Flats, dans l'Utah, en 1967."
False,tt0412915,"When a magical artifact is lifted from his library, a meek librarian sets out to ensure its safe return.",/hGF0kp0nJqmcQzywSCjkt6eykE4.jpg,['US'],"['Electric Entertainment', 'ApolloProScreen Filmproduktion', 'Turner Network Television']",6.400674684658257,actor,Unknown,1981.0,"['Adventure', 'Action', 'Fantasy'],",The Librarian: Quest for the Spear - ,"['fr', 'la', 'mn', 'pt', 'en'], ",6.238 / , / 106.0,2004.0 - ,https://image.tmdb.org/t/p/w154/p0CmsoK5X4yS5jZokdMvHCNJTRM.jpg,https://www.youtube.com/watch?v=eYUHJ978EU8,"Lorsqu'un artefact magique est récupéré dans sa bibliothèque, un bibliothécaire docile décide de s'assurer qu'il soit restitué en toute sécurité."
False,tt0413300,"The seemingly invincible Spider-Man goes up against an all-new crop of villains—including the shape-shifting Sandman. While Spider-Man’s superpowers are altered by an alien organism, his alter ego, Peter Parker, deals with nemesis Eddie Brock and also gets caught up in a love triangle.",/qFmwhVUoUSXjkKRmca5yGDEXBIj.jpg,['US'],"['Laura Ziskin Productions', 'Marvel Studios']",6.3,actor,Tobey Maguire,1975.0,"['Fantasy', 'Action', 'Adventure'],Action,Adventure,Sci-Fi",Spider-Man 3 - Spider-Man 3,"['en', 'fr'], en",6.385 / 654991.0,139.0 / 139.0,2007.0 - 2007.0,https://image.tmdb.org/t/p/w154/hPkfodeYB0ZqBjxaynsEdXl0bbR.jpg,https://www.youtube.com/watch?v=cdapQAbtTSw,"Spider-Man, apparemment invincible, doit affronter une nouvelle génération de méchants, dont le Sandman, capable de changer de forme. Tandis que les super-pouvoirs de Spider-Man sont altérés par un organisme extraterrestre, son alter ego, Peter Parker, doit faire face à son ennemi juré Eddie Brock et se retrouve lui aussi pris dans un triangle amoureux."
False,tt0417453,"Charly wishes a bicycle with all his heart for Christmas. Therefore his disappointment is bigger, when his father presents him a self-built plane...",/4DdnGP65uY9TY8Zffw1ufkfW4Jl.jpg,"['FR', 'DE']","['Fidélité Productions', 'Akkord Film', 'France 3 Cinéma', 'Pathé']",6.400674684658257,actor,Unknown,1981.0,"['Drama', 'Comedy'],",The Airplane - ,"['fr'], ",6.2 / , / 100.0,2005.0 - ,https://image.tmdb.org/t/p/w154/9c7cAY4e4ffWJzCK8PV9Hnhgp8V.jpg,https://www.youtube.com/watch?v=-O42Vu_GnSc,Charly souhaite de tout son cœur un vélo pour Noël. Sa déception est d'autant plus grande lorsque son père lui offre un avion construit par ses soins...
